"Feature.ID","Feature.Name","Feature.Class","wt_rep_1","wt_rep_2","piwi_rep_1","piwi_rep_2"
"Gene:WBGene00000434","Y65B4BR.9, ceh-9","unk",39.51,36.02,0.58,1.83
"Gene:WBGene00000435","W03A3.1, ceh-10","unk",2,3,1,1.08
"Gene:WBGene00000436","F33D11.4, ceh-12","unk",8.1,10.02,2.54,2.92
"Gene:WBGene00000437","R13A5.5, ceh-13","unk",1,0.14,0.15,1
"Gene:WBGene00000438","F46C8.5, ceh-14","unk",3.18,3.06,1.55,1.41
"Gene:WBGene00000439","C13G5.1, ceh-16","unk",7,4.54,11.5,8.75
"Gene:WBGene00000440","D1007.1, ceh-17","unk",1,4,0.33,0.33
"Gene:WBGene00000441","ZC64.3, ceh-18","WAGO",15.1,13.85,24.04,33.18
"Gene:WBGene00000442","F20D12.6, ceh-19","unk",32.31,21.07,34.14,35.02
"Gene:WBGene00000443","F31E3.1, ceh-20","WAGO",5418,5622,123.5,117.5
"Gene:WBGene00000444","T26C11.6, ceh-21","CSR",29,52,42,44
"Gene:WBGene00000445","F29F11.5, ceh-22","unk",0.33,1.78,0.17,1
"Gene:WBGene00000446","ZK652.5, ceh-23","unk",0.82,0.62,0.5,0.5
"Gene:WBGene00000447","F55B12.1, ceh-24","unk",0.05,0.16,0.29,0.75
"Gene:WBGene00000448","K12H4.1, pros-1","unk",27.96,36.89,17.98,26.77
"Gene:WBGene00000449","F46F3.1, ceh-27","unk",6,4.83,21.33,20.25
"Gene:WBGene00000450","K03A11.3, ceh-28","unk",0,0,0,3
"Gene:WBGene00000451","C33D12.7, ceh-30","unk",0,0,0,0.58
"Gene:WBGene00000452","C33D12.1, ceh-31","unk",61,55.17,0,0
"Gene:WBGene00000453","W05E10.3, ceh-32","unk",1.33,13.83,5.75,7.5
"Gene:WBGene00000454","C10G8.7, ceh-33","unk",0,0,0.05,0.5
"Gene:WBGene00000455","C10G8.6, ceh-34","unk",5,7.25,0.1,1
"Gene:WBGene00000457","C37E2.4, ceh-36","unk",1,1.53,0.12,4.62
"Gene:WBGene00000458","C37E2.5, ceh-37","unk",12.2,13,5.73,7.08
"Gene:WBGene00000459","F22D3.1, ceh-38","CSR",464,449.5,161.5,197
"Gene:WBGene00000460","T26C11.7, ceh-39","WAGO",1344,1242,72,103
"Gene:WBGene00000461","F17A2.5, ceh-40","unk",33.33,28.02,4,2
"Gene:WBGene00000462","T26C11.5, ceh-41","WAGO",238,272,33,26
"Gene:WBGene00000463","C28A5.4, ceh-43","WAGO",1149.96,1038.04,6691.37,9011.48
"Gene:WBGene00000464","Y54F10AM.4, ceh-44","CSR",932.65,1179.82,75485.11,97205.47
"Gene:WBGene00000465","C07G2.1, cpg-1","unk",1626.5,1788,1033,1349
"Gene:WBGene00000466","C03D6.3, cel-1","CSR",411,402.5,268.5,376.5
"Gene:WBGene00000467","F52B5.5, cep-1","CSR",1113.17,1218.62,576.41,678.21
"Gene:WBGene00000468","F43G9.11, ces-1","unk",17.71,31.35,20.2,24.21
"Gene:WBGene00000469","ZK909.4, ces-2","WAGO",1903,1946,13,11
"Gene:WBGene00000472","F33A8.3, cey-1","unk",670.92,664.21,321.17,376.65
"Gene:WBGene00000473","F46F11.2, cey-2","CSR",1220,1200,1103,1414
"Gene:WBGene00000474","M01E11.5, cey-3","CSR",718,658,744,976
"Gene:WBGene00000475","Y39A1C.3, cey-4","ALG",98.35,136.32,103.12,146.19
"Gene:WBGene00000476","T23D8.8, cfi-1","unk",9.54,13.62,10.09,15.13
"Gene:WBGene00000477","C18C4.2, cft-1","unk",20.85,34.99,9.06,16.15
"Gene:WBGene00000478","F27E11.3, cfz-2","unk",47.2,52.61,7.08,2.12
"Gene:WBGene00000479","C07H6.5, cgh-1","CSR",2508,2516,1536,1940
"Gene:WBGene00000480","Y38C9A.2, cgp-1","unk",1093.59,1040.05,280.77,343.42
"Gene:WBGene00000481","ZC416.8, cha-1","WAGO",707.05,721.51,3.67,4.5
"Gene:WBGene00000482","T14G8.1, chd-3","CSR",127.5,135,72.5,109
"Gene:WBGene00000483","C55B7.12, che-1","unk",11,8.19,0.55,5
"Gene:WBGene00000484","F38G1.1, che-2","unk",2.68,1.28,8.11,4.04
"Gene:WBGene00000485","F18C12.1, che-3","unk",43.89,47.49,13.01,17.65
"Gene:WBGene00000487","C23H5.7, che-6","unk",37.18,39.53,26.38,19.4
"Gene:WBGene00000488","F26D11.10, che-7","unk",0,1.29,0.25,2.5
"Gene:WBGene00000490","C27A7.4, che-11","unk",4,3.01,0.2,1.5
"Gene:WBGene00000491","B0024.8, che-12","unk",4.17,3.7,0,0.17
"Gene:WBGene00000492","F59C6.7, che-13","unk",23.08,16.48,8.44,14.91
"Gene:WBGene00000493","F56H1.1, che-14","unk",33.15,37.15,3,4.07
"Gene:WBGene00000496","T25G3.2, chs-1","CSR",1254,1154.5,460,593.5
"Gene:WBGene00000497","F48A11.1, chs-2","WAGO",761.2,726.92,61.68,56.24
"Gene:WBGene00000498","Y39H10A.7, chk-1","CSR",1118.09,1226.14,815.04,1090.03
"Gene:WBGene00000499","Y60A3A.12, chk-2","CSR",2256.99,2240.05,2312.38,2984.44
"Gene:WBGene00000500","T09B4.10, chn-1","unk",1109.94,1196.47,301,482.25
"Gene:WBGene00000501","C48D1.3, cho-1","unk",18,11.3,3.75,6.29
"Gene:WBGene00000502","Y110A7A.13, chp-1","CSR",450,381,467,525
"Gene:WBGene00000503","C04F6.3, cht-1","unk",3.5,9,13,6.5
"Gene:WBGene00000506","H14E04.5, cic-1","unk",282.88,224.89,104.29,188.04
"Gene:WBGene00000507","F44B9.4, cit-1.1","CSR",259,267.57,246.5,370
"Gene:WBGene00000508","F44B9.3, cit-1.2","CSR",2975,2901,2939,3823
"Gene:WBGene00000509","C28D4.2, cka-1","CSR",145.14,158.87,100.71,122.15
"Gene:WBGene00000510","C52B9.1, cka-2","unk",6.55,9.91,4.95,4.17
"Gene:WBGene00000511","B0285.8, ckb-1","unk",11.83,12.17,6,5
"Gene:WBGene00000512","B0285.9, ckb-2","ERGO",0,0,0.25,0
"Gene:WBGene00000513","B0285.10, ckb-3","unk",6.33,4.17,1.5,0
"Gene:WBGene00000514","F22F7.5, ckb-4","WAGO",3642.72,3674.44,51.66,25.15
"Gene:WBGene00000515","T27A10.3, ckc-1","unk",30.06,38,2.64,4.02
"Gene:WBGene00000516","T05A6.1, cki-1","unk",20,34,2,3
"Gene:WBGene00000517","T05A6.2, cki-2","CSR",1005,914,838.5,1070.5
"Gene:WBGene00000518","C05H8.1, ckk-1","WAGO",6932.47,7358.48,222.78,289.29
"Gene:WBGene00000519","Y47D3A.4, cku-70","CSR",262.81,292.5,188.16,237.96
"Gene:WBGene00000520","R07E5.8, cku-80","CSR",494.09,536.12,237.05,322.04
"Gene:WBGene00000521","C15C8.2, cky-1","unk",3.67,5.07,0.67,0.5
"Gene:WBGene00000522","C09F12.1, clc-1","unk",2,2,2.5,0.75
"Gene:WBGene00000523","C01C10.1, clc-2","unk",21,27,2.5,0
"Gene:WBGene00000524","ZK563.4, clc-3","unk",1.5,1.12,0,0.12
"Gene:WBGene00000525","T05A10.2, clc-4","unk",7.5,17.5,0,7.5
"Gene:WBGene00000526","C01C10.4, clc-5","unk",3.5,3.5,0,1
"Gene:WBGene00000527","C36B1.1, cle-1","unk",43.94,66.18,19.71,28.07
"Gene:WBGene00000528","T27D12.2, clh-1","unk",5.64,4.11,5.17,4.42
"Gene:WBGene00000529","B0491.8, clh-2","unk",9.28,7.73,2.49,8.15
"Gene:WBGene00000530","E04F6.11, clh-3","CSR",360,427,225,339
"Gene:WBGene00000531","T06F4.2, clh-4","unk",0.2,2.33,0,6
"Gene:WBGene00000532","C07H4.2, clh-5","CSR",1334,1230,787,1011
"Gene:WBGene00000533","R07B7.1, clh-6","unk",544.75,527.45,201,313.58
"Gene:WBGene00000534","R01B10.1, cpi-2","unk",522,516,96.12,125.75
"Gene:WBGene00000535","K08B4.6, cpi-1","WAGO",116,134,16,29
"Gene:WBGene00000536","ZC395.2, clk-1","WAGO",182.12,260.25,23,58
"Gene:WBGene00000537","C07H6.6, clk-2","CSR",396.5,384.5,205.5,268.5
"Gene:WBGene00000539","F07B10.1, cln-3.1","unk",5,5.5,2,4.5
"Gene:WBGene00000540","C01G8.2, cln-3.2","unk",315.32,353.68,84.14,87.56
"Gene:WBGene00000541","ZC190.1, cln-3.3","ALG",0,0,0,0
"Gene:WBGene00000542","C06G4.2, clp-1","CSR",1129,1215,635,839
"Gene:WBGene00000543","T04A8.16, clp-2","unk",3387.33,3734.2,702.75,892.5
"Gene:WBGene00000544","Y47H10A.1, clp-3","WAGO",169.7,169.25,14.57,21.06
"Gene:WBGene00000545","Y39A3CL.5, clp-4","WAGO",2673.39,2814.41,28.11,26.62
"Gene:WBGene00000546","Y77E11A.10, clp-6","WAGO",1788.91,1838.58,125.85,108.77
"Gene:WBGene00000547","Y77E11A.11, clp-7","unk",1474.4,1419.75,1636.54,1992.59
"Gene:WBGene00000548","F56D1.4, clr-1","CSR",511,536,371,519
"Gene:WBGene00000549","R107.6, cls-2","CSR",18409,19096,10788,13299
"Gene:WBGene00000550","F55H2.6, clu-1","CSR",1731,1746,2497,3211
"Gene:WBGene00000551","C50F7.2, clx-1","unk",2,3,0.5,0
"Gene:WBGene00000552","T21H3.3, cmd-1","ALG",163.5,159,181.5,200.5
"Gene:WBGene00000553","K07A9.2, cmk-1","unk",87.75,91.86,98.82,135.64
"Gene:WBGene00000554","F55C10.1, cnb-1","WAGO",1353,1499,14,10
"Gene:WBGene00000555","R09B5.2, cnc-1","unk",0,0,0,0
"Gene:WBGene00000556","R09B5.3, cnc-2","unk",0,0,0,0
"Gene:WBGene00000557","R09B5.8, cnc-3","unk",0,0,0,0
"Gene:WBGene00000558","R09B5.9, cnc-4","unk",1,2,0,0
"Gene:WBGene00000559","R09B5.10, cnc-5","unk",4.85,4.79,2.53,2.72
"Gene:WBGene00000560","Y46E12A.1, cnc-6","unk",0.01,0.2,0,1.27
"Gene:WBGene00000561","C34E10.7, cnd-1","unk",5.12,2,1,3
"Gene:WBGene00000562","F14H8.6, cng-1","unk",45,49.53,59,90
"Gene:WBGene00000563","F38E11.12, cng-3","unk",42.83,74.67,42.75,51.17
"Gene:WBGene00000564","R01H10.8, cnk-1","CSR",397.18,457.27,173.43,245.48
"Gene:WBGene00000565","Y17G7B.15, cnt-1","CSR",565.07,656.88,314.49,346.89
"Gene:WBGene00000566","Y39A1A.15, cnt-2","CSR",868.38,884.69,624.67,811.22
"Gene:WBGene00000567","ZK632.6, cnx-1","ALG",673,663,389,581
"Gene:WBGene00000583","C48E7.5, cof-2","unk",5,0.33,1,1
"Gene:WBGene00000584","R03C1.3, cog-1","unk",2.17,3.05,6.54,7.83
"Gene:WBGene00000585","C06G3.10, cogc-2","CSR",278,281,159,197
"Gene:WBGene00000591","K08A8.3, coh-1","unk",136.26,147.71,60.7,112.71
"Gene:WBGene00000592","F08H9.1, coh-3","CSR",1020.5,1101,891.5,1117.5
"Gene:WBGene00000593","W01B6.7, col-2","unk",28.73,32.01,30.77,67.11
"Gene:WBGene00000594","T28C6.6, col-3","unk",25.79,24.57,35.52,48.46
"Gene:WBGene00000596","C15A11.5, col-7","unk",3.92,5.59,4.6,6.65
"Gene:WBGene00000597","F11H8.3, col-8","unk",8.83,11.83,18.42,30.68
"Gene:WBGene00000598","F54B11.1, col-9","unk",0.06,0.06,3.25,0.53
"Gene:WBGene00000599","B0222.8, col-10","unk",2.38,5.76,3.26,11.68
"Gene:WBGene00000601","F15H10.1, col-12","unk",2.96,6.8,5.96,9.92
"Gene:WBGene00000602","F15H10.2, col-13","unk",4.96,5.8,13.91,16.92
"Gene:WBGene00000603","C46A5.3, col-14","unk",0.62,2.55,0.29,1.97
"Gene:WBGene00000606","F11G11.10, col-17","unk",3.42,6.52,4.43,7.2
"Gene:WBGene00000608","ZK1193.1, col-19","unk",3.03,9.85,15.73,7.5
"Gene:WBGene00000609","F11G11.11, col-20","unk",40.36,50.29,102.76,87.15
"Gene:WBGene00000610","F36A4.6, col-33","unk",5.34,8.71,9.8,10.78
"Gene:WBGene00000611","F36A4.10, col-34","unk",21.28,16.55,79.27,73.14
"Gene:WBGene00000612","C15A11.1, col-35","unk",1.63,2.16,2.64,5.63
"Gene:WBGene00000613","C27H5.5, col-36","unk",1.06,2.9,1.21,0.69
"Gene:WBGene00000614","ZK863.2, col-37","unk",1.43,2.46,2.81,1.71
"Gene:WBGene00000615","F54C9.4, col-38","WAGO",1017.24,1119.09,5708.39,7236.19
"Gene:WBGene00000616","C09G5.4, col-39","unk",5.78,10.17,18.21,10.19
"Gene:WBGene00000617","T13B5.4, col-40","unk",3,2.83,0.69,2.82
"Gene:WBGene00000618","T10B10.1, col-41","unk",1.25,3.31,5.25,4.89
"Gene:WBGene00000620","ZC513.8, col-43","unk",15.49,14.41,22.08,25.97
"Gene:WBGene00000621","F54B11.2, col-44","unk",1.54,2.11,3.16,3.13
"Gene:WBGene00000622","F53G12.7, col-45","WAGO",474.5,638,1354,1775
"Gene:WBGene00000623","Y18H1A.13, col-46","unk",25.78,23.46,5.75,10.83
"Gene:WBGene00000624","Y18H1A.12, col-47","unk",6.16,7.22,2.26,2.36
"Gene:WBGene00000625","Y54E10BL.2, col-48","unk",5.37,4.7,4.01,6.57
"Gene:WBGene00000626","K09H9.3, col-49","unk",3.53,6.65,3.76,1.78
"Gene:WBGene00000627","T28F2.6, col-50","unk",2.54,5.11,1.33,3.07
"Gene:WBGene00000628","T28F2.8, col-51","unk",3.87,1.39,3.78,3.93
"Gene:WBGene00000629","D1007.2, col-52","unk",25.46,28.52,64.95,88.42
"Gene:WBGene00000630","M01A12.1, col-53","unk",19.67,18,4,14.33
"Gene:WBGene00000631","F33D11.3, col-54","unk",23.26,17.4,9.65,9.84
"Gene:WBGene00000632","T05E7.2, col-55","unk",0,0.5,0.06,0.29
"Gene:WBGene00000633","T08B2.2, col-56","unk",1,5,2,2.25
"Gene:WBGene00000634","F26B1.4, col-58","unk",3.33,0.83,1.26,0
"Gene:WBGene00000636","F22D6.10, col-60","WAGO",499,519,13,16
"Gene:WBGene00000637","C01H6.1, col-61","unk",4,1,0.25,0
"Gene:WBGene00000638","C15A11.6, col-62","unk",2.25,5.17,2.26,4.74
"Gene:WBGene00000639","ZK265.2, col-63","unk",12.75,10,6.17,4.82
"Gene:WBGene00000640","F52F12.2, col-64","unk",26,22.58,6,0
"Gene:WBGene00000641","K08C9.4, col-65","unk",7,9.4,13.27,14.4
"Gene:WBGene00000642","F15D3.3, col-66","unk",7.29,13.19,2.77,2.03
"Gene:WBGene00000644","C50D2.4, col-68","unk",18.61,28,22.43,26
"Gene:WBGene00000645","K01A2.7, col-69","unk",0.01,0,0,0.52
"Gene:WBGene00000646","H17B01.2","unk",1.1,1,1.2,0.7
"Gene:WBGene00000647","Y49F6B.10, col-71","WAGO",8486.33,8679.92,24680.92,31504.92
"Gene:WBGene00000648","W09G10.1, col-72","unk",106.43,119.92,34.94,41.32
"Gene:WBGene00000649","F11G11.12, col-73","unk",3.42,5.83,4.1,7.58
"Gene:WBGene00000650","ZK1248.2, col-74","unk",76,85.73,54,59.13
"Gene:WBGene00000651","K03H9.2, col-75","unk",0.5,0,0,2
"Gene:WBGene00000652","M110.1, col-76","unk",34,13,5.33,5.33
"Gene:WBGene00000653","M195.1, col-77","unk",3.99,3.5,4.7,5
"Gene:WBGene00000654","W07A12.5, col-78","unk",2,2,0,0
"Gene:WBGene00000655","C09G5.3, col-79","unk",5.1,0.38,0.67,0.92
"Gene:WBGene00000656","C09G5.5, col-80","unk",29.5,23.99,36.89,39.64
"Gene:WBGene00000657","F38A3.1, col-81","unk",13.85,11.45,8.99,25.59
"Gene:WBGene00000658","F33A8.9, col-83","unk",12.67,12.87,13,18.9
"Gene:WBGene00000659","K12D12.3, col-84","unk",0.37,2.04,0.85,3.57
"Gene:WBGene00000660","T21B4.2, col-85","unk",57.88,48.2,31.7,43.21
"Gene:WBGene00000661","Y81G3A.5, col-86","unk",6.84,10.55,9.91,13.15
"Gene:WBGene00000662","Y39G8C.4, col-87","unk",57.91,57.26,44.26,35.44
"Gene:WBGene00000663","W05G11.3, col-88","unk",25.57,27.89,0.78,1.28
"Gene:WBGene00000664","F17C8.2, col-89","unk",28.5,9,8.5,7.58
"Gene:WBGene00000665","C29E4.1, col-90","unk",116.5,111.21,226.75,229.64
"Gene:WBGene00000666","F09G8.6, col-91","unk",0.98,0.96,1.56,7.09
"Gene:WBGene00000667","W05B2.6, col-92","unk",13.72,23.28,21.22,21.16
"Gene:WBGene00000668","W05B2.5, col-93","unk",9.29,19.05,23.05,15.26
"Gene:WBGene00000669","W05B2.1, col-94","unk",11.72,23.28,20.75,22.16
"Gene:WBGene00000670","Y41C4A.16, col-95","unk",22.04,25.01,54.03,80.41
"Gene:WBGene00000671","Y41C4A.19, col-96","unk",21.91,22.11,28.58,50.73
"Gene:WBGene00000672","ZK1010.7, col-97","unk",286.94,316.65,35.49,34.49
"Gene:WBGene00000673","F14F7.1, col-98","unk",8.01,22.84,17.14,27.91
"Gene:WBGene00000674","F29C4.8, col-99","unk",20.92,33.03,16.82,25.14
"Gene:WBGene00000675","K02D7.3, col-101","unk",11.67,17,20.47,16.28
"Gene:WBGene00000676","C18H7.3, col-102","unk",0.26,0.91,0.6,2.53
"Gene:WBGene00000677","F56B3.1, col-103","unk",80.73,106.54,217.34,216.43
"Gene:WBGene00000678","F58F6.1, col-104","unk",8.35,9.28,9.24,9.22
"Gene:WBGene00000679","F58F6.2, col-105","unk",6.06,12.38,3.9,2.07
"Gene:WBGene00000680","Y77E11A.15, col-106","unk",6.25,9.88,14.1,12.8
"Gene:WBGene00000681","C34H4.4, col-107","unk",3.69,3.4,1.88,4.64
"Gene:WBGene00000682","Y41D4A.2, col-108","unk",8.88,7.31,19.3,20.71
"Gene:WBGene00000683","Y38C1BA.3, col-109","unk",4.92,10.84,11.78,13.55
"Gene:WBGene00000684","F19C7.7, col-110","unk",9.5,6.83,0,1.25
"Gene:WBGene00000685","F29B9.9, col-111","WAGO",6995.08,7504.07,23138.72,30504.54
"Gene:WBGene00000687","C34D4.15, col-113","unk",6.67,5.44,1.01,3
"Gene:WBGene00000688","D2024.8, col-114","unk",16.56,16.16,36.89,34.73
"Gene:WBGene00000689","Y42H9B.1, col-115","unk",6.61,7.47,3.17,8.25
"Gene:WBGene00000690","F17E9.1, col-116","unk",0.12,0.38,0.01,0
"Gene:WBGene00000691","T28C6.4, col-117","unk",25.79,23.57,35.52,48.46
"Gene:WBGene00000692","T11B7.3, col-118","unk",1,1.17,0.36,0.15
"Gene:WBGene00000693","C53B4.5, col-119","unk",30.1,38.63,84.7,76.31
"Gene:WBGene00000694","Y11D7A.11, col-120","unk",11.02,19.04,7.02,3.06
"Gene:WBGene00000695","F56D5.1, col-121","unk",20,24,4,15.06
"Gene:WBGene00000696","T05A1.2, col-122","unk",23.88,28.12,45.57,52.35
"Gene:WBGene00000697","W08D2.6, col-123","unk",30.5,25.5,14.5,20.55
"Gene:WBGene00000698","C24F3.6, col-124","unk",40.88,45.36,55.95,74.32
"Gene:WBGene00000699","C29F4.1, col-125","unk",17.43,21.62,28.33,43.31
"Gene:WBGene00000700","F54D1.2, col-126","unk",9.12,10.27,11.48,20.88
"Gene:WBGene00000701","F54D1.3, col-127","unk",11.12,14.81,9.48,20.88
"Gene:WBGene00000702","F12F6.9, col-128","unk",4,6,0,0
"Gene:WBGene00000703","M18.1, col-129","unk",47.57,36.67,81.9,100.6
"Gene:WBGene00000704","F08G5.4, col-130","unk",2.88,4.39,3.31,4.44
"Gene:WBGene00000705","C39E9.3, col-131","unk",0.14,0.6,1,1
"Gene:WBGene00000706","C39E9.9, col-132","unk",28.5,11.18,2.97,4.76
"Gene:WBGene00000707","F52B11.4, col-133","unk",18.44,14.87,27.71,31.25
"Gene:WBGene00000708","M199.5, col-135","unk",5,1.67,4,3
"Gene:WBGene00000709","Y51H4A.28, col-136","WAGO",78.63,64.44,26.61,31.58
"Gene:WBGene00000710","Y51H4A.9, col-137","unk",8.04,20.83,12.63,6.35
"Gene:WBGene00000711","C52D10.13, col-138","unk",0.06,1.31,0.91,1.14
"Gene:WBGene00000712","F41F3.4, col-139","unk",374.55,343.47,525.77,692.83
"Gene:WBGene00000713","F26F12.1, col-140","unk",30.53,59.39,109.58,89.26
"Gene:WBGene00000714","T15B7.5, col-141","unk",6.32,5,1.02,6.76
"Gene:WBGene00000715","T15B7.4, col-142","unk",2.42,5.41,6.76,9.26
"Gene:WBGene00000716","T15B7.3, col-143","unk",10.58,13.43,30.64,25.76
"Gene:WBGene00000717","B0222.6, col-144","unk",4.38,5.76,3.26,13.68
"Gene:WBGene00000718","B0222.7, col-145","unk",2.28,1.19,2.43,4.47
"Gene:WBGene00000719","T06E4.6, col-146","unk",3.2,2.6,2.71,3.55
"Gene:WBGene00000720","T06E4.4, col-147","unk",5.12,2.28,9.32,8.25
"Gene:WBGene00000721","C12D8.8, col-148","unk",3,1,1,0
"Gene:WBGene00000722","B0024.1, col-149","unk",5.2,1.5,0.05,2.06
"Gene:WBGene00000723","B0024.2, col-150","unk",0,0,0,0
"Gene:WBGene00000724","AC3.6, col-151","unk",19.2,17.63,1.81,6.1
"Gene:WBGene00000725","F32G8.5, col-152","unk",0.5,1.33,0.5,0.5
"Gene:WBGene00000726","F17C11.3, col-153","unk",2.21,2.11,1.24,2.35
"Gene:WBGene00000727","F55C10.2, col-154","WAGO",360.47,362.7,741.85,955.47
"Gene:WBGene00000728","F55C10.3, col-155","WAGO",336.21,335.49,694.48,899.29
"Gene:WBGene00000729","F57B7.3, col-156","unk",3.25,0.48,0.13,2.87
"Gene:WBGene00000730","T11F9.9, col-157","WAGO",1471,1391.46,2632.95,3456.37
"Gene:WBGene00000731","D2023.7, col-158","unk",5,7.51,27.14,43.96
"Gene:WBGene00000732","F57B1.3, col-159","unk",10.04,21.27,22.28,32.04
"Gene:WBGene00000733","F57B1.4, col-160","unk",3.1,8.06,10.25,14.05
"Gene:WBGene00000734","C50B6.4, col-161","unk",95.48,88.43,62.95,86.18
"Gene:WBGene00000735","Y2H9A.3, col-162","unk",179.22,191.88,118.42,174.13
"Gene:WBGene00000736","F46B3.17, col-163","unk",4.5,8,1,0
"Gene:WBGene00000737","T21D9.1, col-164","unk",5,1.12,0.31,1.78
"Gene:WBGene00000738","F14H12.1, col-165","unk",3,0.5,1.05,0.01
"Gene:WBGene00000739","T07H6.3, col-166","unk",2.72,9.09,7.58,15.83
"Gene:WBGene00000740","T10E10.2, col-167","unk",0.97,1.93,4.3,2.4
"Gene:WBGene00000741","T10E10.1, col-168","unk",0.64,1.93,1,2.73
"Gene:WBGene00000742","T10E10.5, col-169","unk",0.64,1.3,0.63,2.4
"Gene:WBGene00000743","T10E10.6, col-170","unk",0.64,1.43,0.67,2.23
"Gene:WBGene00000744","T10E10.7, col-171","unk",2.08,1.98,0.88,3.97
"Gene:WBGene00000745","F38B6.5, col-172","unk",0,1,1,1.58
"Gene:WBGene00000746","F41C6.5, col-173","unk",6.01,6.67,0.12,0.08
"Gene:WBGene00000747","F46C8.2, col-174","unk",2.33,2.5,2.5,9.58
"Gene:WBGene00000748","C35B8.1, col-175","unk",0.06,2.81,0.64,6.33
"Gene:WBGene00000749","ZC373.7, col-176","unk",0.37,0.26,1.42,3.63
"Gene:WBGene00000750","F59F3.2, col-177","unk",0.57,1.51,0.28,0.55
"Gene:WBGene00000751","C34F6.2, col-178","unk",9.17,20.04,39.04,38.1
"Gene:WBGene00000752","C34F6.3, col-179","unk",4.83,19.54,20.95,21.1
"Gene:WBGene00000753","C44C10.1, col-180","unk",37.14,36.29,0.97,3.64
"Gene:WBGene00000754","W03G11.1, col-181","unk",14.5,20.67,22.87,30.74
"Gene:WBGene00000755","R09A8.4, col-182","unk",1,1,0,4
"Gene:WBGene00000756","F02D10.1, col-183","unk",7.56,1.87,5.43,3.91
"Gene:WBGene00000757","F15A2.1, col-184","unk",12.2,5,25.46,20.5
"Gene:WBGene00000758","H06A10.2, col-185","unk",0.7,1.74,1.45,1.89
"Gene:WBGene00000759","E03G2.4, col-186","WAGO",0.99,0.84,0.49,1.84
"Gene:WBGene00000760","C30F2.1, col-187","unk",14,21,1,2
"Gene:WBGene00000761","C24A11.9, coq-1","CSR",433,442,463,666
"Gene:WBGene00000762","F57B9.4, coq-2","WAGO",125.5,133.33,13,17
"Gene:WBGene00000763","Y57G11C.11, coq-3","CSR",1191,1320,1268,1722
"Gene:WBGene00000764","T03F1.2, coq-4","CSR",164,117,133,181
"Gene:WBGene00000765","ZK652.9, coq-5","CSR",504,496,680,870
"Gene:WBGene00000766","K07B1.2, coq-6","unk",105,139,76.33,97
"Gene:WBGene00000767","C35D10.4, coq-8","CSR",296,291,309,448
"Gene:WBGene00000768","R01H10.3, cor-1","unk",103.1,133,20.28,19.58
"Gene:WBGene00000770","C40H1.1, cpb-1","WAGO",1101,1082,79,121
"Gene:WBGene00000771","C30B5.3, cpb-2","ALG",0,1,17,14
"Gene:WBGene00000772","B0414.5, cpb-3","CSR",1791,1925,1414,1840
"Gene:WBGene00000773","F28C6.3, cpf-1","CSR",487,477,175.5,295
"Gene:WBGene00000774","F56A8.6, cpf-2","CSR",486,424,403,517
"Gene:WBGene00000775","F38E11.3, cpin-1","WAGO",1517,1762,12,4
"Gene:WBGene00000776","T03E6.7, cpl-1","unk",24.88,35,44.17,35.52
"Gene:WBGene00000777","F43G9.9, cpn-1","ALG",150.08,140.6,105.47,141.95
"Gene:WBGene00000778","D1069.2, cpn-2","unk",7,5,0,6
"Gene:WBGene00000779","F28H1.2, cpn-3","unk",16,9.11,10.07,9.61
"Gene:WBGene00000780","F49D11.8, cpn-4","WAGO",10520,11411,12248,15468
"Gene:WBGene00000781","C52E4.1, cpr-1","unk",21.5,15.5,28,39
"Gene:WBGene00000782","F36D3.9, cpr-2","unk",5,1.5,4,3
"Gene:WBGene00000783","T10H4.12, cpr-3","unk",197.74,177.62,154.28,178.56
"Gene:WBGene00000784","F44C4.3, cpr-4","unk",9,9.5,19,28
"Gene:WBGene00000785","W07B8.5, cpr-5","unk",25,18,24,33
"Gene:WBGene00000786","C25B8.3, cpr-6","unk",26.83,58,61.33,67.83
"Gene:WBGene00000787","C41D11.8, cps-6","WAGO",807,750,83,96
"Gene:WBGene00000788","F32B5.8, cpz-1","ERGO",0,2,5.5,9
"Gene:WBGene00000789","M04G12.2, cpz-2","unk",26,22,17,38
"Gene:WBGene00000792","F11C7.4, crb-1","unk",82.05,85.58,93.57,147.45
"Gene:WBGene00000793","Y41C4A.4, crh-1","unk",233.61,225.85,142.75,209.04
"Gene:WBGene00000794","Y47G6A.8, crn-1","CSR",277,241,107,119
"Gene:WBGene00000795","CD4.2, crn-2","unk",204.5,191.5,55,111
"Gene:WBGene00000796","C14A4.4, crn-3","CSR",983.03,1054.41,535,703.05
"Gene:WBGene00000797","AH9.2, crn-4","unk",49,57,71.5,93
"Gene:WBGene00000798","C14A4.5, crn-5","CSR",593,550,555,674
"Gene:WBGene00000799","K04H4.6, crn-6","unk",28.25,23,0,3.01
"Gene:WBGene00000800","Y23H5A.7, cars-1","unk",641.15,617.68,1410.44,1927.87
"Gene:WBGene00000801","Y23H5A.1, cars-2","WAGO",24599.11,25738.86,241.25,231.78
"Gene:WBGene00000802","Y38A10A.5, crt-1","ALG",396,381,304,443
"Gene:WBGene00000803","F53H4.1, csb-1","WAGO",465,491.4,93.29,123.51
"Gene:WBGene00000804","Y48E1B.12, csc-1","CSR",663,721,587,784
